case_id,activities,resources,months,trace_attr_seriousness,trace_attr_customer,trace_attr_seriousness_2,"y_('>>', 'Assign seriousness')","y_('Create SW anomaly', '>>')","y_('Require upgrade', '>>')","y_('Resolve ticket', '>>')","y_('Take in charge ticket', '>>')","y_('Wait', '>>')"
"('Case 538', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,343,0,0,0,0,0,0,0
"('Case 538', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,343,0,0,0,0,0,0,0
"('Case 538', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 1, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,343,0,0,0,0,0,0,0
"('Case 539', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,57,0,0,0,0,0,0,0
"('Case 539', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,57,0,0,0,0,0,0,0
"('Case 539', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,57,0,0,0,0,0,0,0
"('Case 539', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 31, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,57,0,0,0,0,0,0,0
"('Case 54', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,1,0,0,0,0,0,0
"('Case 54', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,1,0,0,0,0,0,0
"('Case 54', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,1,0,0,0,0,0,0
"('Case 54', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,1,0,0,0,0,0,0
"('Case 540', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,0,0,0,0,0,0,0
"('Case 540', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,0,0,0,0,0,0,0
"('Case 540', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,0,0,0,0,0,0,0
"('Case 540', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 8, 8, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,0,0,0,0,0,0,0
"('Case 541', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,0,0,0,0,0,0,0
"('Case 541', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,0,0,0,0,0,0,0
"('Case 541', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,0,0,0,0,0,0,0
"('Case 541', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,0,0,0,0,0,0,0
"('Case 542', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,220,1,0,0,0,0,0,0
"('Case 542', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,220,1,0,0,0,0,0,0
"('Case 542', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 47, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,220,1,0,0,0,0,0,0
"('Case 542', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 47, 47, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,220,1,0,0,0,0,0,0
"('Case 543', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 543', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 543', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 543', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 544', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,102,0,0,0,0,0,0,0
"('Case 544', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,102,0,0,0,0,0,0,0
"('Case 544', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,102,0,0,0,0,0,0,0
"('Case 544', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,102,0,0,0,0,0,0,0
"('Case 545', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,199,0,0,0,0,0,0,0
"('Case 545', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,199,0,0,0,0,0,0,0
"('Case 545', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,199,0,0,0,0,0,0,0
"('Case 545', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 17, 17, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,199,0,0,0,0,0,0,0
"('Case 546', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,77,0,0,0,0,0,0,0
"('Case 546', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,77,0,0,0,0,0,0,0
"('Case 546', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,77,0,0,0,0,0,0,0
"('Case 546', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,77,0,0,0,0,0,0,0
"('Case 547', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,1
"('Case 547', 2)","[1, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,1
"('Case 547', 3)","[1, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 547', 4)","[1, 14, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 38, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 547', 5)","[1, 14, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 38, 38, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 547', 6)","[1, 14, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 38, 38, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 547', 7)","[1, 14, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 4, 4, 18, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 38, 38, 42, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 548', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,134,0,0,0,0,0,1,0
"('Case 548', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,134,0,0,0,0,0,0,0
"('Case 548', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,134,0,0,0,0,0,0,0
"('Case 548', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,134,0,0,0,0,0,0,0
"('Case 548', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 4, 4, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 31, 31, 31, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,134,0,0,0,0,0,0,0
"('Case 549', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,103,0,0,0,0,0,0,0
"('Case 549', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,103,0,0,0,0,0,0,0
"('Case 549', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,103,0,0,0,0,0,0,0
"('Case 549', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,103,0,0,0,0,0,0,0
"('Case 55', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,330,0,0,0,0,0,1,0
"('Case 55', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,330,0,0,0,0,0,0,0
"('Case 55', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,330,0,0,0,0,0,0,0
"('Case 55', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,330,0,0,0,0,0,0,0
"('Case 55', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 22, 22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 6, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,330,0,0,0,0,0,0,0
"('Case 550', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,78,0,0,0,0,0,0,0
"('Case 550', 2)","[1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[43, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,78,0,0,0,0,0,0,0
"('Case 550', 3)","[1, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[43, 43, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,78,0,0,0,0,0,0,0
"('Case 551', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,1,0,0,0,0,1,0
"('Case 551', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,1,0,0,0,0,0,0
"('Case 551', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,1,0,0,0,0,0,0
"('Case 551', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 40, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,1,0,0,0,0,0,0
"('Case 551', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 19, 19, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 40, 44, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,1,0,0,0,0,0,0
"('Case 552', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,3,0,0,0,0,0,0
"('Case 552', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,3,0,0,0,0,0,0
"('Case 552', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,3,0,0,0,0,0,0
"('Case 552', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,3,0,0,0,0,0,0
"('Case 553', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,85,0,0,0,0,0,1,0
"('Case 553', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,85,0,0,0,0,0,0,0
"('Case 553', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,85,0,0,0,0,0,0,0
"('Case 553', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,85,0,0,0,0,0,0,0
"('Case 553', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 22, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,85,0,0,0,0,0,0,0
"('Case 554', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 554', 2)","[1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 554', 3)","[1, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 555', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,104,1,0,0,0,0,0,0
"('Case 555', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,104,1,0,0,0,0,0,0
